Student_ID,Student_Name,Batch,Semester,Year,Mid1,Mid2,Internals,EndTerm,Attendance,Total_Marks,SGPA,Performance_Type
S0096,Sweta Mondal,2021,8,2024,7.19,6.01,8.24,66.21,68.7,54.54,5.38,Low_Performer
S0097,Sneha Sen,2021,1,2021,8.55,7.26,11.33,60.86,70.4,57.58,5.97,Late_Bloomer
S0097,Sneha Sen,2021,2,2021,4.23,6.36,8.78,54.0,69.2,46.38,4.66,Late_Bloomer
S0097,Sneha Sen,2021,3,2022,6.57,7.2,8.72,88.62,63.5,66.8,6.79,Late_Bloomer
S0097,Sneha Sen,2021,4,2022,10.53,8.03,13.4,81.36,69.4,72.64,6.88,Late_Bloomer
S0097,Sneha Sen,2021,5,2023,8.19,10.03,13.48,87.12,72.5,75.26,7.43,Late_Bloomer
S0097,Sneha Sen,2021,6,2023,9.72,9.28,17.99,85.13,71.0,79.56,8.35,Late_Bloomer
S0097,Sneha Sen,2021,7,2024,8.73,9.87,16.33,87.37,70.9,78.62,7.47,Late_Bloomer
S0097,Sneha Sen,2021,8,2024,10.92,10.87,14.49,92.81,69.3,82.68,8.18,Late_Bloomer
S0098,Priya Saha,2021,1,2021,8.71,9.02,14.62,82.84,86.2,73.77,6.94,Average
S0098,Priya Saha,2021,2,2021,5.79,7.74,13.99,76.27,87.2,65.66,7.07,Average
S0098,Priya Saha,2021,3,2022,9.17,9.11,13.42,97.01,85.7,80.21,7.4,Average
S0098,Priya Saha,2021,4,2022,10.11,10.44,10.03,77.93,89.4,69.54,6.85,Average
S0098,Priya Saha,2021,5,2023,7.92,10.01,13.42,77.28,80.1,69.99,7.2,Average
S0098,Priya Saha,2021,6,2023,7.59,9.13,12.36,99.17,73.6,78.66,8.38,Average
S0098,Priya Saha,2021,7,2024,6.82,7.94,13.12,75.94,85.2,65.85,6.0,Average
S0098,Priya Saha,2021,8,2024,8.84,10.49,12.82,81.98,82.7,73.15,7.26,Average
S0099,Shruti Ganguly,2021,1,2021,8.55,8.26,10.43,73.92,66.5,64.21,6.46,Average
S0099,Shruti Ganguly,2021,2,2021,7.62,7.75,9.27,80.91,73.4,65.09,6.93,Average
S0099,Shruti Ganguly,2021,3,2022,9.57,9.35,12.85,75.73,64.3,69.63,7.19,Average
S0099,Shruti Ganguly,2021,4,2022,9.52,7.72,12.08,75.27,66.2,66.96,6.92,Average
S0099,Shruti Ganguly,2021,5,2023,7.63,7.77,12.94,72.65,67.5,64.67,6.44,Average
S0099,Shruti Ganguly,2021,6,2023,6.98,7.26,11.66,86.54,74.6,69.18,7.26,Average
S0099,Shruti Ganguly,2021,7,2024,10.38,8.27,12.95,88.9,67.3,76.05,8.15,Average
S0099,Shruti Ganguly,2021,8,2024,8.61,9.4,15.16,86.66,68.4,76.5,7.3,Average
S0100,Anindita Ghosh,2021,1,2021,7.68,7.35,12.08,79.11,65.2,66.66,6.32,Average
S0100,Anindita Ghosh,2021,2,2021,8.19,8.76,9.54,86.86,70.8,69.93,7.15,Average
S0100,Anindita Ghosh,2021,3,2022,10.58,9.91,10.17,87.62,81.5,74.48,7.62,Average
S0100,Anindita Ghosh,2021,4,2022,9.59,7.4,12.64,79.98,79.4,69.61,6.7,Average
S0100,Anindita Ghosh,2021,5,2023,6.14,6.76,12.18,83.32,66.9,66.73,6.97,Average
S0100,Anindita Ghosh,2021,6,2023,7.67,9.74,16.28,78.5,66.8,72.94,6.77,Average
S0100,Anindita Ghosh,2021,7,2024,10.27,9.13,14.4,83.25,67.7,75.43,8.07,Average
S0100,Anindita Ghosh,2021,8,2024,9.41,7.06,12.27,83.03,76.9,70.25,7.06,Average
S0101,Amit Das,2021,1,2021,12.04,11.27,18.7,99.78,90.5,91.9,9.24,Consistent_Topper
S0101,Amit Das,2021,2,2021,7.98,10.2,12.68,100.0,79.2,80.86,8.46,Consistent_Topper
S0101,Amit Das,2021,3,2022,10.98,9.56,14.06,100.0,80.4,84.61,8.82,Consistent_Topper
S0101,Amit Das,2021,4,2022,10.59,9.39,18.42,93.35,81.7,85.08,8.33,Consistent_Topper
S0101,Amit Das,2021,5,2023,11.68,9.69,17.41,97.93,86.5,87.74,9.33,Consistent_Topper
S0101,Amit Das,2021,6,2023,10.41,12.47,14.63,100.0,79.2,87.51,8.47,Consistent_Topper
S0101,Amit Das,2021,7,2024,11.44,12.02,16.85,100.0,86.7,90.31,9.07,Consistent_Topper
S0101,Amit Das,2021,8,2024,11.13,10.8,15.44,100.0,73.1,87.37,8.95,Consistent_Topper
S0102,Ritwik Das,2021,1,2021,6.15,7.11,9.92,65.05,90.4,55.7,5.15,Low_Performer
S0102,Ritwik Das,2021,2,2021,7.37,8.79,9.54,75.69,83.6,63.55,6.05,Low_Performer
S0102,Ritwik Das,2021,3,2022,6.21,7.41,12.65,74.04,85.0,63.3,6.2,Low_Performer
S0102,Ritwik Das,2021,4,2022,5.5,6.19,7.36,70.27,81.1,54.17,5.11,Low_Performer
S0102,Ritwik Das,2021,5,2023,6.61,3.3,9.27,61.19,87.5,49.78,4.96,Low_Performer
S0102,Ritwik Das,2021,6,2023,7.22,6.58,11.53,74.12,88.0,62.39,6.18,Low_Performer
S0102,Ritwik Das,2021,7,2024,8.82,8.52,13.73,66.73,88.2,64.43,6.63,Low_Performer
S0102,Ritwik Das,2021,8,2024,9.55,9.45,11.73,68.99,82.8,65.22,6.39,Low_Performer
S0103,Abhishek Paul,2021,1,2021,8.37,7.73,12.79,82.15,85.7,69.97,7.08,Average
S0103,Abhishek Paul,2021,2,2021,10.38,9.13,15.24,87.28,82.9,78.4,7.86,Average
S0103,Abhishek Paul,2021,3,2022,11.65,10.91,15.67,93.47,79.5,84.96,8.54,Average
S0103,Abhishek Paul,2021,4,2022,7.01,7.3,11.0,75.22,80.4,62.92,6.09,Average
S0103,Abhishek Paul,2021,5,2023,8.32,7.58,11.36,84.56,83.0,69.53,7.26,Average
S0103,Abhishek Paul,2021,6,2023,6.43,8.36,13.9,82.62,82.7,70.0,7.14,Average
S0103,Abhishek Paul,2021,7,2024,11.31,10.72,17.29,97.26,93.3,87.96,8.63,Average
S0103,Abhishek Paul,2021,8,2024,8.35,9.45,13.35,88.32,84.8,75.31,6.95,Average
S0104,Sreya Das,2021,1,2021,9.38,9.07,14.08,73.53,65.3,69.3,7.11,Average
S0104,Sreya Das,2021,2,2021,9.44,10.33,10.07,91.33,69.7,75.5,7.46,Average
S0104,Sreya Das,2021,3,2022,10.3,7.71,11.62,88.84,67.6,74.05,7.33,Average
S0104,Sreya Das,2021,4,2022,7.63,8.02,12.05,78.96,67.5,67.17,7.22,Average
S0104,Sreya Das,2021,5,2023,7.1,6.57,10.94,71.24,57.5,60.23,6.21,Average
S0104,Sreya Das,2021,6,2023,6.29,8.49,11.37,81.51,67.9,66.9,7.07,Average
S0104,Sreya Das,2021,7,2024,7.34,7.88,14.75,83.1,71.2,71.52,7.6,Average
S0104,Sreya Das,2021,8,2024,6.86,7.01,13.66,88.54,64.2,71.79,6.59,Average
S0105,Mitali Ghosh,2021,1,2021,7.25,6.69,8.63,61.58,81.0,53.36,5.35,Late_Bloomer
S0105,Mitali Ghosh,2021,2,2021,9.02,7.2,10.93,75.84,80.8,65.07,6.44,Late_Bloomer
S0105,Mitali Ghosh,2021,3,2022,7.23,8.18,11.64,71.51,78.7,62.81,6.5,Late_Bloomer
S0105,Mitali Ghosh,2021,4,2022,5.79,7.21,12.34,87.49,73.9,69.09,6.93,Late_Bloomer
S0105,Mitali Ghosh,2021,5,2023,8.88,9.33,12.56,96.23,86.0,78.88,8.31,Late_Bloomer
S0105,Mitali Ghosh,2021,6,2023,9.25,8.97,13.27,95.37,80.9,79.17,8.02,Late_Bloomer
S0105,Mitali Ghosh,2021,7,2024,9.04,8.9,14.13,89.53,77.9,76.83,7.91,Late_Bloomer
S0105,Mitali Ghosh,2021,8,2024,8.52,8.97,14.37,95.66,82.1,79.69,7.73,Late_Bloomer
S0106,Kriti Basu,2021,1,2021,7.23,6.97,12.73,80.55,63.6,67.2,7.13,Average
S0106,Kriti Basu,2021,2,2021,6.81,10.59,16.6,75.7,68.7,71.85,6.37,Average
S0106,Kriti Basu,2021,3,2022,9.03,8.1,10.96,80.77,69.9,68.48,6.8,Average
S0106,Kriti Basu,2021,4,2022,7.9,7.64,12.89,77.17,72.3,67.02,7.23,Average
S0106,Kriti Basu,2021,5,2023,5.85,8.39,9.72,78.23,72.6,63.08,6.76,Average
S0106,Kriti Basu,2021,6,2023,8.61,7.48,10.34,80.17,77.6,66.52,6.56,Average
S0106,Kriti Basu,2021,7,2024,9.95,6.89,14.74,73.71,68.4,68.43,6.54,Average
S0106,Kriti Basu,2021,8,2024,10.1,9.79,12.3,78.99,70.3,71.68,7.22,Average
S0107,Megha Sen,2021,1,2021,6.02,7.88,14.17,76.01,65.5,66.07,6.94,Average
S0107,Megha Sen,2021,2,2021,5.49,8.92,11.39,78.51,67.7,65.05,7.05,Average
S0107,Megha Sen,2021,3,2022,7.13,9.09,13.76,81.66,63.2,70.81,7.62,Average
S0107,Megha Sen,2021,4,2022,7.66,9.92,13.44,78.56,74.1,70.29,7.13,Average
S0107,Megha Sen,2021,5,2023,8.35,7.7,13.64,82.19,68.8,70.78,7.06,Average
S0107,Megha Sen,2021,6,2023,10.46,9.8,12.79,82.45,72.0,74.26,7.34,Average
S0107,Megha Sen,2021,7,2024,9.21,11.03,11.8,90.28,75.6,77.18,7.87,Average
S0107,Megha Sen,2021,8,2024,9.58,7.73,12.6,81.81,78.4,70.82,6.71,Average
S0108,Mitali Chakraborty,2021,1,2021,6.18,5.44,7.18,71.53,87.1,54.57,5.26,Low_Performer
S0108,Mitali Chakraborty,2021,2,2021,6.17,6.9,8.73,65.49,81.4,54.55,5.47,Low_Performer
S0108,Mitali Chakraborty,2021,3,2022,7.85,5.85,11.07,55.94,94.9,52.73,5.24,Low_Performer
S0108,Mitali Chakraborty,2021,4,2022,7.47,6.3,10.56,62.86,89.7,55.76,5.44,Low_Performer
S0108,Mitali Chakraborty,2021,5,2023,5.62,5.81,7.59,56.58,87.4,47.32,4.69,Low_Performer
S0108,Mitali Chakraborty,2021,6,2023,9.23,6.07,8.24,87.14,83.2,67.11,6.59,Low_Performer
S0108,Mitali Chakraborty,2021,7,2024,6.4,7.93,11.32,74.28,81.7,62.79,6.38,Low_Performer
S0108,Mitali Chakraborty,2021,8,2024,7.7,9.24,12.65,82.39,85.2,70.79,6.98,Low_Performer
S0109,Anindita Mitra,2021,1,2021,8.5,9.16,10.88,64.12,65.0,60.6,5.67,Average
S0109,Anindita Mitra,2021,2,2021,8.93,9.52,11.64,61.16,73.9,60.66,6.06,Average
S0109,Anindita Mitra,2021,3,2022,9.17,8.1,13.25,83.74,70.4,72.39,6.81,Average
S0109,Anindita Mitra,2021,4,2022,6.77,8.74,10.66,80.71,80.0,66.53,6.51,Average
S0109,Anindita Mitra,2021,5,2023,8.23,8.38,13.15,83.91,75.6,71.71,7.13,Average
S0109,Anindita Mitra,2021,6,2023,8.07,7.06,14.08,82.33,71.5,70.38,7.01,Average
S0109,Anindita Mitra,2021,7,2024,6.63,7.02,14.17,79.16,72.2,67.39,6.52,Average
S0109,Anindita Mitra,2021,8,2024,8.11,8.12,15.59,70.81,77.5,67.22,6.91,Average
S0110,Riya Ghosh,2021,1,2021,6.94,6.76,10.27,71.7,92.0,59.82,5.59,Average
S0110,Riya Ghosh,2021,2,2021,8.49,7.41,9.7,72.88,89.1,62.04,5.8,Average
S0110,Riya Ghosh,2021,3,2022,8.55,7.85,11.89,72.36,82.6,64.47,6.88,Average
S0110,Riya Ghosh,2021,4,2022,6.99,5.79,10.88,82.95,81.7,65.14,6.62,Average
S0110,Riya Ghosh,2021,5,2023,9.55,10.5,15.96,74.43,84.0,73.22,7.61,Average
S0110,Riya Ghosh,2021,6,2023,9.33,7.99,12.78,85.0,86.3,72.61,6.55,Average
S0110,Riya Ghosh,2021,7,2024,9.77,10.91,12.34,91.75,90.4,78.89,8.61,Average
S0110,Riya Ghosh,2021,8,2024,8.73,10.47,10.73,90.51,87.8,75.19,7.69,Average
S0111,Sneha Kar,2021,1,2021,8.37,7.6,11.6,91.87,87.4,73.5,7.47,Average
S0111,Sneha Kar,2021,2,2021,7.18,7.86,13.09,83.57,89.3,69.91,6.91,Average
S0111,Sneha Kar,2021,3,2022,8.15,9.27,14.49,89.37,93.9,76.59,7.22,Average
S0111,Sneha Kar,2021,4,2022,6.89,6.92,12.24,89.51,90.2,70.8,7.03,Average
S0111,Sneha Kar,2021,5,2023,7.53,9.67,13.02,76.09,87.9,68.27,6.58,Average
S0111,Sneha Kar,2021,6,2023,9.63,8.9,15.53,79.56,94.1,73.84,7.77,Average
S0111,Sneha Kar,2021,7,2024,10.65,9.05,12.84,84.39,94.5,74.74,7.34,Average
S0111,Sneha Kar,2021,8,2024,8.15,9.57,15.89,90.16,88.9,78.69,7.22,Average
S0112,Mitali Chatterjee,2021,1,2021,7.66,8.38,11.85,67.25,75.2,61.51,6.68,Late_Bloomer
S0112,Mitali Chatterjee,2021,2,2021,6.42,10.83,11.47,79.59,76.7,68.51,7.3,Late_Bloomer
S0112,Mitali Chatterjee,2021,3,2022,7.8,9.64,12.74,73.93,74.7,67.15,7.0,Late_Bloomer
S0112,Mitali Chatterjee,2021,4,2022,8.43,8.85,14.97,82.14,65.9,73.32,6.65,Late_Bloomer
S0112,Mitali Chatterjee,2021,5,2023,10.43,9.26,15.4,86.35,77.0,78.26,8.09,Late_Bloomer
S0112,Mitali Chatterjee,2021,6,2023,9.39,8.39,11.62,98.4,74.2,78.6,8.11,Late_Bloomer
S0112,Mitali Chatterjee,2021,7,2024,9.35,9.22,14.66,90.09,72.4,78.27,8.2,Late_Bloomer
S0112,Mitali Chatterjee,2021,8,2024,9.67,10.23,15.23,93.24,69.3,81.76,8.35,Late_Bloomer
S0113,Sneha Kar,2021,1,2021,7.32,8.7,13.52,87.85,74.1,73.46,7.0,Average
S0113,Sneha Kar,2021,2,2021,8.33,6.52,12.78,80.86,68.7,68.07,6.79,Average
S0113,Sneha Kar,2021,3,2022,7.47,8.02,12.23,77.96,72.2,66.7,6.61,Average
S0113,Sneha Kar,2021,4,2022,10.37,7.5,8.55,65.12,68.5,58.97,6.15,Average
S0113,Sneha Kar,2021,5,2023,9.06,9.46,13.39,77.69,66.5,70.75,6.94,Average
S0113,Sneha Kar,2021,6,2023,10.58,9.94,14.97,91.14,72.6,81.05,8.15,Average
S0113,Sneha Kar,2021,7,2024,9.12,8.8,14.33,81.86,65.1,73.19,7.52,Average
S0113,Sneha Kar,2021,8,2024,8.42,8.16,12.02,84.52,70.8,70.87,7.55,Average
S0114,Arjun Biswas,2021,1,2021,8.42,8.95,12.26,84.27,81.1,71.76,7.25,Average
S0114,Arjun Biswas,2021,2,2021,8.93,7.31,11.47,81.56,82.4,68.49,6.69,Average
S0114,Arjun Biswas,2021,3,2022,9.81,7.98,12.55,81.87,77.3,71.28,6.82,Average
S0114,Arjun Biswas,2021,4,2022,8.07,7.78,14.83,81.9,84.9,71.63,7.39,Average
S0114,Arjun Biswas,2021,5,2023,7.78,7.24,10.07,86.37,78.8,68.27,6.36,Average
S0114,Arjun Biswas,2021,6,2023,8.65,9.29,12.79,83.74,80.1,72.6,7.02,Average
S0114,Arjun Biswas,2021,7,2024,9.08,7.82,13.84,74.56,82.0,68.02,6.47,Average
S0114,Arjun Biswas,2021,8,2024,9.6,11.39,13.9,89.46,78.8,79.61,8.29,Average
S0115,Anik Chatterjee,2022,1,2022,9.97,9.01,15.25,90.72,83.3,79.6,8.52,Average
S0115,Anik Chatterjee,2022,2,2022,9.3,7.83,12.38,88.37,80.5,73.7,8.02,Average
S0115,Anik Chatterjee,2022,3,2023,7.97,9.67,12.7,79.67,77.6,70.18,6.55,Average
S0115,Anik Chatterjee,2022,4,2023,9.89,7.26,11.88,77.14,80.8,67.6,6.88,Average
S0115,Anik Chatterjee,2022,5,2024,8.24,8.33,11.35,80.29,75.2,68.07,6.64,Average
S0115,Anik Chatterjee,2022,6,2024,6.83,7.92,12.55,89.54,78.1,72.08,6.95,Average
S0115,Anik Chatterjee,2022,7,2025,8.7,7.5,12.82,87.23,85.1,72.63,6.98,Average
S0115,Anik Chatterjee,2022,8,2025,9.09,9.57,14.46,71.34,77.5,68.79,7.08,Average
S0116,Sweta Mukherjee,2022,1,2022,11.22,9.09,15.87,81.73,74.3,77.04,8.21,Average
S0116,Sweta Mukherjee,2022,2,2022,8.67,7.81,12.09,76.31,65.6,66.73,6.84,Average
S0116,Sweta Mukherjee,2022,3,2023,9.56,10.31,13.25,82.74,62.3,74.49,6.81,Average
S0116,Sweta Mukherjee,2022,4,2023,7.04,9.05,11.73,84.06,69.9,69.85,6.86,Average
S0116,Sweta Mukherjee,2022,5,2024,8.79,9.68,13.47,74.95,67.9,69.41,7.15,Average
S0116,Sweta Mukherjee,2022,6,2024,7.18,6.85,9.06,85.66,72.1,65.92,6.19,Average
S0116,Sweta Mukherjee,2022,7,2025,7.86,9.39,12.2,79.38,68.7,69.14,7.12,Average
S0116,Sweta Mukherjee,2022,8,2025,7.53,6.89,12.02,74.35,70.5,63.61,5.96,Average
S0117,Sayan Ghosh,2022,1,2022,8.95,10.31,10.92,85.68,60.8,73.02,7.03,Average
S0117,Sayan Ghosh,2022,2,2022,5.31,8.32,13.33,80.68,69.7,67.29,6.46,Average
S0117,Sayan Ghosh,2022,3,2023,7.63,7.11,11.35,78.85,56.6,65.53,6.17,Average
S0117,Sayan Ghosh,2022,4,2023,6.31,8.25,11.14,77.87,59.3,64.63,6.41,Average
S0117,Sayan Ghosh,2022,5,2024,6.86,5.66,13.38,78.92,62.7,65.37,6.57,Average
S0117,Sayan Ghosh,2022,6,2024,8.86,7.22,12.34,82.09,55.5,69.47,7.27,Average
S0117,Sayan Ghosh,2022,7,2025,6.71,7.94,14.72,92.06,59.3,75.4,7.07,Average
S0117,Sayan Ghosh,2022,8,2025,8.13,8.72,13.69,85.17,57.2,73.13,7.27,Average
S0118,Rahul Ganguly,2022,1,2022,9.28,9.92,13.98,85.77,72.1,76.06,7.72,Average
S0118,Rahul Ganguly,2022,2,2022,8.0,9.2,9.97,95.98,69.1,75.15,7.34,Average
S0118,Rahul Ganguly,2022,3,2023,7.34,8.07,12.3,73.48,75.5,64.46,6.73,Average
S0118,Rahul Ganguly,2022,4,2023,5.73,6.49,13.63,74.56,70.8,63.12,6.23,Average
S0118,Rahul Ganguly,2022,5,2024,6.82,7.32,11.4,71.79,72.5,61.44,5.93,Average
S0118,Rahul Ganguly,2022,6,2024,8.51,6.32,11.75,72.42,64.3,62.79,6.33,Average
S0118,Rahul Ganguly,2022,7,2025,8.86,6.92,8.68,91.49,75.4,70.2,7.13,Average
S0118,Rahul Ganguly,2022,8,2025,8.79,9.67,14.76,87.67,73.3,77.05,8.22,Average
S0119,Kunal Basu,2022,1,2022,12.74,9.95,12.48,90.03,66.8,80.18,7.96,Average
S0119,Kunal Basu,2022,2,2022,7.14,10.12,13.24,81.16,68.9,71.08,7.04,Average
S0119,Kunal Basu,2022,3,2023,9.29,9.82,14.86,84.6,75.8,76.27,7.68,Average
S0119,Kunal Basu,2022,4,2023,8.53,8.34,13.18,92.29,71.9,76.2,7.47,Average
S0119,Kunal Basu,2022,5,2024,5.82,9.06,11.79,86.97,66.9,70.15,7.15,Average
S0119,Kunal Basu,2022,6,2024,9.88,8.52,14.44,76.63,72.7,71.16,7.4,Average
S0119,Kunal Basu,2022,7,2025,8.84,7.15,10.41,82.58,75.4,67.68,7.36,Average
S0119,Kunal Basu,2022,8,2025,8.7,7.44,13.1,87.28,68.9,72.88,6.96,Average
S0120,Ritwika Banerjee,2022,1,2022,7.91,9.2,12.43,81.83,86.4,70.47,6.7,Average
S0120,Ritwika Banerjee,2022,2,2022,9.91,8.2,10.77,87.69,92.8,72.73,7.07,Average
S0120,Ritwika Banerjee,2022,3,2023,10.43,9.41,14.27,93.1,90.7,80.66,8.16,Average
S0120,Ritwika Banerjee,2022,4,2023,7.92,9.25,9.56,83.53,82.1,68.49,6.73,Average
S0120,Ritwika Banerjee,2022,5,2024,8.66,9.31,13.07,89.08,83.5,75.59,7.82,Average
S0120,Ritwika Banerjee,2022,6,2024,6.96,10.53,13.53,90.6,80.1,76.32,7.07,Average
S0120,Ritwika Banerjee,2022,7,2025,8.95,7.77,10.82,83.57,73.4,69.32,6.81,Average
S0120,Ritwika Banerjee,2022,8,2025,8.41,8.16,12.73,91.9,85.5,75.25,7.85,Average
S0121,Kriti Das,2022,1,2022,11.34,9.7,15.5,98.66,76.1,85.86,8.2,Average
S0121,Kriti Das,2022,2,2022,8.35,9.16,12.77,83.31,71.6,71.94,6.63,Average
S0121,Kriti Das,2022,3,2023,8.62,7.58,12.92,81.17,69.5,69.7,6.83,Average
S0121,Kriti Das,2022,4,2023,9.28,7.61,13.13,74.97,67.9,67.5,6.6,Average
S0121,Kriti Das,2022,5,2024,8.88,5.96,9.83,69.32,71.5,59.33,5.66,Average
S0121,Kriti Das,2022,6,2024,7.83,7.39,14.78,82.49,70.2,71.25,7.46,Average
S0121,Kriti Das,2022,7,2025,8.58,5.97,11.57,81.64,72.0,66.94,7.18,Average
S0121,Kriti Das,2022,8,2025,8.43,8.59,11.65,87.97,71.6,72.65,6.97,Average
S0122,Rahul Sen,2022,1,2022,11.48,10.32,17.23,100.0,74.5,89.02,8.29,Consistent_Topper
S0122,Rahul Sen,2022,2,2022,11.25,11.02,13.65,100.0,71.9,85.92,8.24,Consistent_Topper
S0122,Rahul Sen,2022,3,2023,10.01,10.34,14.61,97.17,67.4,83.55,8.51,Consistent_Topper
S0122,Rahul Sen,2022,4,2023,9.51,9.89,16.42,100.0,71.1,85.81,9.01,Consistent_Topper
S0122,Rahul Sen,2022,5,2024,10.61,11.9,15.2,100.0,70.0,87.72,8.7,Consistent_Topper
S0122,Rahul Sen,2022,6,2024,13.02,9.39,15.6,98.4,74.4,87.2,8.82,Consistent_Topper
S0122,Rahul Sen,2022,7,2025,10.49,9.61,19.31,99.89,71.3,89.35,8.87,Consistent_Topper
S0122,Rahul Sen,2022,8,2025,10.27,9.18,15.85,100.0,72.6,85.31,8.41,Consistent_Topper
S0123,Sumit Sarkar,2022,1,2022,10.31,11.75,18.23,100.0,66.1,90.29,8.99,Consistent_Topper
S0123,Sumit Sarkar,2022,2,2022,9.65,11.3,16.53,100.0,62.9,87.48,8.86,Consistent_Topper
S0123,Sumit Sarkar,2022,3,2023,11.03,9.68,11.34,100.0,70.3,82.05,8.4,Consistent_Topper
S0123,Sumit Sarkar,2022,4,2023,10.89,10.05,17.22,88.57,64.3,82.44,7.93,Consistent_Topper
S0123,Sumit Sarkar,2022,5,2024,10.24,12.74,19.19,93.49,68.4,88.9,8.98,Consistent_Topper
S0123,Sumit Sarkar,2022,6,2024,9.33,11.9,16.38,100.0,70.6,87.62,8.69,Consistent_Topper
S0123,Sumit Sarkar,2022,7,2025,9.58,11.25,16.99,96.55,68.5,86.09,8.78,Consistent_Topper
S0123,Sumit Sarkar,2022,8,2025,11.35,11.97,19.27,93.58,70.0,89.38,8.43,Consistent_Topper
S0124,Joy Dutta,2022,1,2022,6.38,6.44,9.69,79.68,72.8,62.34,6.13,Late_Bloomer
S0124,Joy Dutta,2022,2,2022,7.73,6.79,11.87,61.44,67.1,57.12,5.65,Late_Bloomer
S0124,Joy Dutta,2022,3,2023,6.67,7.6,9.4,70.63,72.0,58.97,6.13,Late_Bloomer
S0124,Joy Dutta,2022,4,2023,6.98,7.84,10.61,90.12,69.7,70.5,6.64,Late_Bloomer
S0124,Joy Dutta,2022,5,2024,10.2,7.81,10.84,84.76,74.5,71.23,7.36,Late_Bloomer
S0124,Joy Dutta,2022,6,2024,11.39,9.79,14.35,100.0,71.2,85.53,8.78,Late_Bloomer
S0124,Joy Dutta,2022,7,2025,8.69,7.83,11.9,78.08,74.4,67.47,6.24,Late_Bloomer
S0124,Joy Dutta,2022,8,2025,9.37,11.05,13.15,79.28,67.7,73.21,7.66,Late_Bloomer
S0125,Ananya Roy,2022,1,2022,9.67,8.49,18.28,100.0,63.2,86.44,8.48,Consistent_Topper
S0125,Ananya Roy,2022,2,2022,11.61,9.78,14.96,100.0,58.0,86.35,8.74,Consistent_Topper
S0125,Ananya Roy,2022,3,2023,11.36,11.58,16.55,100.0,67.0,89.49,8.91,Consistent_Topper
S0125,Ananya Roy,2022,4,2023,11.46,8.76,17.75,93.84,58.8,84.89,8.48,Consistent_Topper
S0125,Ananya Roy,2022,5,2024,10.66,11.0,15.2,98.41,65.9,86.07,7.95,Consistent_Topper
S0125,Ananya Roy,2022,6,2024,12.0,9.64,15.58,100.0,58.4,87.21,8.91,Consistent_Topper
S0125,Ananya Roy,2022,7,2025,11.45,10.72,17.47,100.0,61.3,89.65,9.44,Consistent_Topper
S0125,Ananya Roy,2022,8,2025,11.65,11.38,14.73,100.0,64.1,87.76,8.84,Consistent_Topper
S0126,Pallavi Biswas,2022,1,2022,10.94,10.92,15.96,100.0,72.6,87.81,8.82,Consistent_Topper
S0126,Pallavi Biswas,2022,2,2022,10.16,10.24,19.18,99.95,68.6,89.56,8.56,Consistent_Topper
S0126,Pallavi Biswas,2022,3,2023,12.32,12.3,15.95,100.0,72.9,90.58,9.12,Consistent_Topper
S0126,Pallavi Biswas,2022,4,2023,8.74,10.83,13.09,100.0,63.7,82.66,8.31,Consistent_Topper
S0126,Pallavi Biswas,2022,5,2024,11.11,11.52,13.79,93.23,66.3,83.04,8.75,Consistent_Topper
S0126,Pallavi Biswas,2022,6,2024,9.61,11.16,17.23,99.71,65.3,87.86,9.06,Consistent_Topper
S0126,Pallavi Biswas,2022,7,2025,11.37,11.61,16.9,100.0,72.0,89.88,9.24,Consistent_Topper
S0126,Pallavi Biswas,2022,8,2025,10.59,11.96,14.76,97.28,64.7,85.94,8.63,Consistent_Topper
S0127,Megha Pal,2022,1,2022,8.71,8.61,11.97,68.2,59.4,63.39,6.6,Average
S0127,Megha Pal,2022,2,2022,7.8,9.69,14.93,75.66,62.3,70.25,7.44,Average
S0127,Megha Pal,2022,3,2023,8.89,7.93,13.48,82.08,59.8,71.33,6.81,Average
S0127,Megha Pal,2022,4,2023,8.07,10.01,10.5,73.99,64.0,65.57,6.54,Average
S0127,Megha Pal,2022,5,2024,8.42,6.0,10.51,70.14,67.1,60.0,5.98,Average
S0127,Megha Pal,2022,6,2024,9.53,12.34,13.5,67.79,65.6,69.27,6.96,Average
S0127,Megha Pal,2022,7,2025,7.93,9.73,13.79,69.56,56.3,66.23,6.57,Average
S0127,Megha Pal,2022,8,2025,8.82,9.13,8.52,82.14,56.6,67.54,6.51,Average
S0128,Ritwik Sarkar,2022,1,2022,9.03,7.38,10.71,87.26,81.8,70.74,7.3,Average
S0128,Ritwik Sarkar,2022,2,2022,10.1,7.21,14.98,81.03,84.9,72.81,7.68,Average
S0128,Ritwik Sarkar,2022,3,2023,7.17,7.5,13.66,84.4,87.3,70.54,7.25,Average
S0128,Ritwik Sarkar,2022,4,2023,9.89,9.31,14.72,79.4,79.7,73.63,6.98,Average
S0128,Ritwik Sarkar,2022,5,2024,9.11,8.54,11.97,86.02,83.4,72.63,7.59,Average
S0128,Ritwik Sarkar,2022,6,2024,7.91,7.68,10.95,78.16,85.3,65.61,7.04,Average
S0128,Ritwik Sarkar,2022,7,2025,9.51,8.41,12.27,98.64,79.3,79.5,7.83,Average
S0128,Ritwik Sarkar,2022,8,2025,9.22,7.5,12.08,88.02,81.1,72.82,7.23,Average
S0129,Amit Saha,2022,1,2022,8.49,7.4,15.56,80.7,93.6,71.81,6.86,Average
S0129,Amit Saha,2022,2,2022,10.32,9.2,16.29,90.98,95.3,81.3,7.94,Average
